title,url,html
Making a difference – Page 4 – University of the Philippines,https://up.edu.ph/category/making-a-difference/page/4/,"Sentinels of the sea
May 16, 2018 by Stephanie Cabigao

For some people in this unique office, a day at work means getting up at the break of dawn to sail off to a nearby reef, and spend the rest of the day on an island in the sun, the salt crusting on their arms. Some stay behind at headquarters, tending saltwater tanks where colorful marine creatures reside. On the waves or onshore, these workers have special skills meant to sustain life in our vast and resource-rich oceans.

Holding on to a dream
May 4, 2018 by Arlyn VCD Palisoc Romualdo

It was a yearning she just couldn’t shake off. As a high school senior back in 1963, Virgie Garcia wanted to study painting and pursue a Fine Arts degree in UP Diliman. Fifty years later, she finally enrolled in the program.

A Pinoy in plasma science
March 23, 2018 by Arlyn VCD Palisoc Romualdo"
Department of Science and Technology – University of the Philippines,https://up.edu.ph/tag/department-of-science-and-technology/,"Former UPV student tops PMA’s “Masaligan” Class of 2021
May 6, 2021 by UP Media and Public Relations Office

A former UPV student is valedictorian of the Philippine Military Academy’s “Masaligan” Class of 2021, together with two other former UP students who rank among the top ten PMA graduates this year.

Genomics in the time of COVID-19
December 21, 2020 by KIM G Quilinguing

From creating COVID-19 test kits to genomic epidemiology, the Philippine Genome Center looks back at past year in its OnePGC virtual conference.

PGC Visayas inaugurated in Iloilo
December 3, 2020 by KIM G Quilinguing

The inauguration of the new Philippine Genome Center Visayas, which will pursue research for fisheries and aquatics, agriculture and medicine, is “UP Visayas at its best”, according to UPV Chancellor Camposano."
A mind for boxing – University of the Philippines,https://up.edu.ph/a-mind-for-boxing/,"A mind for boxing
August 28, 2018 | Written by Andre DP Encarnacion


National Boxer Mario Fernandez (right) shows his stuff in the 2017 SEA Games. (Photo by Skip Tan, via Marcus Jarwin Manalo)

 

Few athletic disciplines are as primal, exciting, and yet as visibly violent as boxing.

The thrill of seeing an athlete physically dominating another in the ring has been one reason behind boxing’s immense following, from the age of Pancho Villa and then Flash Elorde to that of Manny Pacquiao. Despite, or perhaps due to this popularity, it is also one of the most misunderstood of all sports. Far too easy is it for casual viewers to dismiss boxing bouts as exercises in unmethodical brutality.

Marcus Jarwin Manalo of the UP College of Human Kinetics (UP CHK), however, knows that there is much more than blind aggression to the “sweet science.”

For the past five years, Manalo has served as the Sports Psychology consultant for the Philippine National Boxing Team. Armed with lessons from the ring, he is on a mission to educate athletes and coaches on the benefits of mental skills training. And a major component of that goal is his personal quest to create an ideal environment that helps our pugilists give their best, both in sports and in life.

 

Split seconds

“What I focus on are performance issues of the athletes as well as of the coaches,” says Manalo. As opposed to Clinical Sports psychologists, who deal with severe disorders like depression, his consultancy focuses on training skills like mental toughness, goal setting, concentration, and anxiety management.

“One misconception people have is that they think these skills are innate,” he notes. “Either you have them, or you don’t. Believing nothing can be done to improve these skills, many athletes act accordingly, failing to improve them despite the nominally important status of the ‘mental game’ in sports.”

 

UP CHK’s Marcus Jarwin Manalo. (Photo by El Bacani, UP MPRO)

 

In contrast, mental and physical skills are more alike than different. “Think of dribbling and shooting skills in basketball. You need to practice them regularly. Mental skills are the same. You need constant practice for them to become automatic during competitions.”

Moreover, and contrary to stereotypes, he considers emotional control to be the cornerstone of a good boxer’s mental toolkit. The science of boxing goes far beyond mere suntukan or bugbugan. In reality, all-out aggression leaves most boxers open to counterattacks. “You want to be aggressive, but also calm in the sense that you can make good decisions in the ring. And all of these decisions are happening in split seconds.”

Manalo uses mindfulness-based interventions to help his boxers manage the chaos of competition. These involve being aware of and accepting experiences in the present moment, rather than fighting them. For practice, team members are asked to use deep breathing and guided imagery techniques even before training camp. “Sometimes it’s just them lying down and focusing on the environment, and what it sounds like.”

 

The Philippine National Boxing Team warming up. (Photo by Marcus Jarwin Manalo)

 

In competitions, worries and concerns can overwhelm an athlete before the first punch is thrown. Here, mindfulness can help them to stay in the moment. Manalo says, “It lets them know that yes, they’re feeling frustrated. Then they can recognize it, acknowledge it. And then can they ask—what’s the best thing I can do now?”

Like other skills, however, it does takes practice. “You can’t just start doing mindfulness when you’re already at the Asian Games! it might not work.”

 

Establishing rapport

Tall and trim, Manalo had always been an athlete in his own right. Like many Psychology undergraduates, however, he once dreamed of going to medical school. One class that he took at the UP Department of Psychology threw a wrench into those plans.

“The class was discussing specific fields we could specialize in,” he recalls. “Like Educational Psychology and Counselling.” In that conversation, however, someone brought up Sports Psychology. His interest piqued, the soon-to-be graduate’s goals would change forever.

 

Marcus Manalo explains the importance of mental skills. (Photo by El Bacani, UP MPRO)

 

After graduating, Manalo pursued a diploma in Exercise and Sports Science at the UP CHK, which he followed up with a master’s degree with a concentration in Sports Psychology from Texas Tech University.

Returning to teach in 2013, he was also recruited that year into the Association of Boxing Alliances in the Philippines (ABAP), who was on the hunt for a new Sports Psychology consultant for the national squad.

“The coaches were skeptical,” he says. “If you look at the staff, at the time I was the only one who was not a boxer. It was like: how can you help us, when you haven’t experienced what we have?”"
Department of Environment and Natural Resources – University of the Philippines,https://up.edu.ph/tag/department-of-environment-and-natural-resources/,"The UPMSI: A tradition of scientific exploration, public service and partnership with gov’t
October 13, 2020 by UP Media and Public Relations Office

The UP Marine Science Institute reaffirms its commitment to a partnership with the DENR and other government agencies as it clarifies some points regarding “cost of services” following DENR Undersecretary Antiporda’s recent comments.

Scientific findings on WPS and Philippine Rise featured in webinar series
September 29, 2020 by Jo. Florendo B. Lontoc

UP MSI experts are presenting the results of their investigations into the West Philippine Sea and the Philippine Rise in a four-episode webinar series. New webinars on biodiversity, oceanography, fisheries and challenges and threats are scheduled on Sept. 30, Oct. 7 and Oct. 14.

Padayon Public Service stages #ThatsMyBay, highlights UP initiatives towards Manila Bay rehab
October 2, 2019 by Stephanie Cabigao"
Life of an island Iska – University of the Philippines,https://up.edu.ph/life-of-an-island-iska/,"Life of an island Iska
September 5, 2018 | Written by Stephanie Cabigao



Eight hundred kilometers southeast of Manila is Siargao Island. Much has been written in travel blogs about this surfer’s paradise, this next big thing of a tourist destination.

Like many travelers, Marja Abad has been backpacking most of her life in and out of the Philippines and has gone to Siargao. However, unlike many of them who have to the island come and gone, she chose to stay.

 

UP CSWCD alumna Marja Abad shares her Iska story (Photo by Bong Arboleda, UP MPRO)

 

Immersions and encounters

Abad revealed that she was first admitted to the Theater Arts program of UP Diliman’s College of Arts and Letters. However, she decided to leave the campus and go back to Miriam College where she had finished high school, to take up general education courses. “That one time we were sent to an Aeta community in Pinatubo, it was my first immersion that got me on my foot and wanting to see more communities around the country,” she says excitedly.

She headed up north of Luzon as far as Sagada where she had more encounters with Indigenous Peoples (IP) communities. She then realized her love for community work, and finally decided to go back to UP to enroll in a Social Work degree program in the UP College of Social Work and Community Development (CSWCD).

“It was my exposure during my travels up north that encouraged me to learn more about our local and IP communities. I value them so much because they’re the ones whom I turn to whenever I go backpacking into unfamiliar places. Instagram was non-existent at the time, so these locals were really the best guide,” says Marja, a UP Mountaineer.

After graduation, Abad, a founding member of UP Sports Climbing, decided to move to Davao. As a Manileña, she also wanted a break away from the metropolis where she grew up. She became a river-rafting guide, and continued to explore the country’s south for surf spots until she set foot on Siargao Island for the first time in 2006.

“I also went back and forth to Davao and Singapore for work. And the many times I went away from Siargao, I kept coming back here,” she says. “Everything I learned from Social Work—like the urge to help communities and learn so much about our culture through the locals—reignited my desire to work with communities especially on this island. The more I stay here, the more I see the issues. Since I already have a deep connection with this place, I always want to give back and to contribute to the community.”

 

People behind the SEA Movement: Marja and the children of Siargao gather every Sunday for a beach clean up (Photo by Bong Arboleda, UP MPRO)

 

An island Iska

Landing a corporate job that allowed her to make the island her home, Marja finally settled in Siargao in 2015. The drive to stay on the island, while others were making it big internationally or in major industries, was strongly influenced by her UP education. She claims, “I was never like that. I wanted to stay close to nature. I wanted to be active. I wanted to hear stories. It was never my dream to climb the corporate ladder. I just wanted to travel.”

“I value so much my UP GE courses because it’s what makes you holistic. The Humanities and Social Sciences are the reasons Iskos and Iskas have a good grasp on why the world is the way it is today. I think it really helped mold me into who I am right now. UP taught me to be proud of being a Filipina because it taught me about our heroes, our history and our culture. I really take it to heart and seriously as an Iska. It is about time that I give back to the community,” she continues.

“Here, I can still do what I want—surf, have a job that allows me to still travel outside the country, and most of all turn this movement towards community and environmental sustainability work on this island,” says the overjoyed Iska.

 

Taking some time off from work, Marja surfs the majestic waves of Siargao. (Photo by Pedro Morena)

 

The SEA Movement"
UP in the elections: University election initiatives for the 2019 midterm polls – University of the Philippines,https://up.edu.ph/up-in-the-elections-university-election-initiatives-for-the-2019-midterm-polls/,"Research and Breakthroughs
  »   UP in the elections: University election initiatives for the 2019 midterm polls
UP in the elections: University election initiatives for the 2019 midterm polls
May 7, 2019 | Written by KIM G Quilinguing



With just a few days to go before voters troop to the polling stations for the 2019 midterm elections, several units of the University of the Philippines are busy publishing insights, fact check pieces and other materials aimed at aiding voters in their choice of candidates for the different positions in government.

An initiative which seeks to verify claims made by candidates in the campaign trail, as well as in media interviews, debates and public fora, Tsek.ph attempts to provide voters with information relating to the veracity of statements made by political hopefuls.

 


Video by the UP Media and Public Relations Office

 

Tsek.ph is a joint effort of UP, the Ateneo de Manila University, De La Salle University, online news organization Rappler, investigative journalism outfit Vera Files, ABS-CBN News, Interaksyon, Radio World Broadcasting Corporation, Baguio Midland Courier, Central Luzon Television, MindaNews, Probe Productions, The Philippine Star, Philstar.com, and the university’s own radio station, DZUP.

Representatives of these institutions signed a Memorandum of Agreement in February.

Aside from publishing verification reports made by its staff and contributors, Tsek.ph also accepts submissions from individuals who have come across dubious claims made by candidates to the public and the media.

“In Tsek.ph, we have what we call a claim submission. So, the public can put out a question on the website and send a query,” said Prof. Rachel Khan of the Department of Journalism of the College of Mass Communication. “And the members of Tsek.ph are committed to research that question, for as long as it is election related.”

Also involved in the project, aside from the Department of Journalism of the College of Mass Communication, are the university’s Department of Computer Science of the College of Engineering and the College of Law.

Over at the College of Social Sciences and Philosophy, members of the Department of Political Science are also providing the electorate with insights on the issues and situations confronting the country via the UP sa Halalan 2019 project.

 
"
UP-led international team discovers new human species in the Philippines – University of the Philippines,https://up.edu.ph/up-led-international-team-discovers-new-human-species-in-the-philippines/,"Research and Breakthroughs
  »   UP-led international team discovers new human species in the Philippines
UP-led international team discovers new human species in the Philippines
April 11, 2019 | Written by Andre DP Encarnacion




Video from the UP Media and Public Relations Office

 

An international multidisciplinary team, led by University of the Philippines Associate Professor Armand Salvador B. Mijares, discovered a new human species, the Homo luzonensis, from an excavation site inside Callao Cave in Peñablanca, Cagayan.

Mijares said the hominin fossils and teeth are from at least three individuals, nicknamed Ubag after a mythical cave man, that were excavated in 2007, 2011 and 2015. He and the members of his team, paleoanthropologist Florent Détroit of the Muséum national d’Histoire naturelle, zooarchaeologist Philip Piper of Australian National University, and geochronologist Rainer Grün of Griffith University, dug up the hominin fossils from a sedimentary level located three meters below the current surface of the cave floor.

 

Figure 1. The different fossils remains of Homo luzonensis from Late Pleistocene sediments at Callao Cave. a, holotype CCH6: postcanine maxillary teeth in occlusal (left) and buccal (right) aspects, b, left P3 or P4 CCH8: occlusal (left) and buccal (right) aspects, c, right M3 CCH9: occlusal (top) and buccal (bottom) aspects d, juvenile femoral shaft CCH7 (anterior, lateral, posterior aspects. e, distal manual phalanx CCH5 (dorsal, lateral/medial, palmar aspects) f, intermediate manual phalanx CCH2 (dorsal, lateral, palmar aspects).g, 3rd metatarsal discovered in 2007 h, intermediate pedal phalanx CCH3 (dorsal, medial, plantar aspect)..) i, proximal pedal phalanx CCH4 (dorsal, lateral). Source: A new species of Homo from the Late Pleistocene of the Philippines, Nature, 2019

 "
Caring for kids with cancer – University of the Philippines,https://up.edu.ph/caring-for-kids-with-cancer/,"Research and Breakthroughs
  »   Caring for kids with cancer
Caring for kids with cancer
May 15, 2019 | Written by Arlyn VCD Palisoc Romualdo


A scene in the situational video in Chapter 5: Helping the Child Cope with Treatment of the Aruga sa Batang may Cancer website

 

“You have cancer.”

No one ever wants to hear to those words. Imagine when the cancer-stricken patient is young, a child or a teenager who should still be looking forward to many experiences life has to offer.

Even more devastating is that “in the Philippines, two-thirds of pediatric patients with cancer are diagnosed at advanced stages.” This is the grim reality revealed by Prof. Loyda Cajucom of the UP Open University (UPOU) Faculty of Management and Development Studies. She is a registered nurse, and a graduate and a former faculty member of UP Manila who has firsthand experience of dealing with pediatric cancer patients.

This, along with the lack of developed palliative and supportive care programs in the country and UPOU’s leadership in open and distance e-learning, led her to spearhead “Aruga sa Batang may Cancer (ABC).” This online resource, funded by a grant from the Department of Science and Technology-Philippine Council for Health Research and Development, is dedicated to, as the name indicates, caring for children with cancer.

ABC is the first of its kind in the country.

 

The Aruga sa Batang may Cancer website can be accessed at https://arugaproject.com/.

 

Not one-size-fits-all

Dr. Rumalie Corvera, founder and executive director of Ruth Foundation, a palliative care service provider and an ABC partner, explains that palliative care is a form of assistance given to patients of life-threatening or life-limiting illnesses and their families and loved ones.

 

Dr. Rumalie Corvera, founder and executive director of Ruth Foundation (Photo by Misael Bacani, UP MPRO)

 

Palliative care is not limited to alleviating the physical pain of the patient, as some perceive it to be. It is a holistic approach which includes ensuring the psychosocial well-being of the patients and their loved ones as well. Sometimes, Cajucom says, the mental and emotional toll of a cancer diagnosis weighs far more heavily than the physical. “I saw it many times when I was at the Philippine General Hospital.”

Corvera says of Ruth Foundation’s experience: “It’s often the parents who have a harder time accepting their child’s illness. There are times when it’s the patient who even comforts his or her parents and tells them to be strong.”

Palliative care, which is more prevalent in Western countries, cannot simply be applied as is in the Philippines because of cultural beliefs, traditions, and attitudes. In a country where practice of and knowledge on palliative care leaves much to be desired, Cajucom and her team had to conduct assessments to get a clearer picture of what needs to be done and how. They also had the support of other partners like Kythe Foundation, Inc. and the John Wayne Cancer Institute.

 

“Parents, often mothers, have a tendency to blame themselves when their children are diagnosed with cancer. They would ask themselves, ‘What did I do wrong?’ or think they didn’t care for themselves properly when they were pregnant with their children.”—Prof. Loyda Cajucom (Photo by Misael Bacani, UP MPRO)

 

Hospitals in strategic locations across the country eagerly participated in the activities. These are: the Philippine Children’s Medical Center in Metro Manila; Bicol Regional Training and Teaching Hospital in Albay; Cebu Doctors’ University Hospital and Vicente Sotto Memorial Medical Center in Cebu; and, Southern Philippines Medical Center in Davao.

Arugaproject.com

The result of their work is the ABC website, https://arugaproject.com/, which was formally launched on March 1 as part of UPOU’s 24th anniversary celebration.
"
UP partners with universities and media orgs for 2019 elections fact-checking – University of the Philippines,https://up.edu.ph/up-partners-with-universities-and-media-orgs-for-2019-elections-fact-checking/,"UP partners with universities and media orgs for 2019 elections fact-checking
February 13, 2019 | Written by Jo. Florendo B. Lontoc


Tsek.ph MOA signatories with their copies of the document, with Vice President for Public Affairs Elena Pernia (sixth from left) and UP Department of Journalism’s Prof. Rachel Khan (extreme left), Prof. Yvonne Chua, and Prof. Maria Diosa Labiste (second and third from right). They are (from left): Janvic Mateo representing Teresa Mendoza of Philippine Star, Ellen Tordesillas of Vera Files, Maria Regina Reyes of ABS-CBN Corp., Maria Ressa of Rappler, Danilo Concepcion of the University of the Philippines, Maitel Ladrido representing Jose Ramon Villarin of Ateneo de Manila University, Sonio Soto of Radio World Broadcasting Corp., Anadel Camille Diola of Interaksyon and Philstar.com, Jennifer Aquino of Probe Productions Inc., and Gerardo Mariano representing Raymundo Suplido of De La Salle University. Photo by Bong Arboleda, UP MPRO

 

Spearheaded by three UP units, a collaborative fact-checking project for the May 2019 elections was launched on February 11, 2019 at Quezon Hall, UP Diliman (UPD).

UP, represented by President Danilo Concepcion, entered into a memorandum of agreement (MOA) with two universities and several media organizations to establish “Tsek.ph”, a website that will be the repository of their fact-checking of claims made in connection with the May 2019 elections.

“Fact-checking is a very controversial and, often, confrontational activity,” UP Vice President for Public Affairs and Professor of Communication Research Elena Pernia said in welcoming the MOA signatories. “But good journalists and the academe, who are represented, know that it is essential, especially at this time when we are at the cusp of national elections.”

 

UP Vice President for Public Affairs Elena Pernia welcomes the signatories of the MOA for Tsek.ph. Looking on are UP President Danilo Concepcion, Rappler’s Maria Ressa, and Ateneo de Manila University’s Maitel Ladrido. Photo by Bong Arboleda, UP-MPRO

 

According to the MOA, the project arose from “growing threats of disinformation and misinformation in traditional and online media that affect the health of democratic countries and the power of the citizens to make informed choices during elections.”

In the initial batch of fact-checking partners are: UP, the Ateneo de Manila University (ADMU), De La Salle University (DLSU); and media organizations, namely, ABS-CBN Corp., Interaksyon, Philstar.com, Probe Productions Inc., the Philippine Star, Radio World Broadcasting Corp., Rappler, and Vera Files.

 

Vice President for Public Affairs Elena Pernia facilitates the signing of the MOA for Tsek.ph as press people take photographs in the UP Board of Regents Room, February 11, 2018. Photo by Bong Arboleda, UP MPRO

 "
Ateneo de Manila University – University of the Philippines,https://up.edu.ph/tag/ateneo-de-manila-university/,"UP MBT loses Game 2 of UAAP Men’s Basketball Finals; winner-takes-all match vs. ADMU tonight
May 13, 2022 by Jo. Florendo B. Lontoc

The University of the Philippines (UP) journey in the UAAP Season 84 men’s basketball championship stalled another day. The UP Men’s Basketball Team lost Game 2 of 3 of the Finals to Ateneo de Manila University (ADMU) on May 11, 2022, at the MOA Arena in Pasay City. With one win over each other, the […]

UPMBT races to the 1st Final Four game vs. DLSU after beating ADMU
May 4, 2022 by Celeste Ann Castillo Llaneta

The University of the Philippines (UP) Fighting Maroons races today, May 4, to the University Athletic Association of the Philippines (UAAP) Season 84 men’s basketball tournament semifinals after clipping the Blue Eagles’ wings and putting Ateneo de Manila University’s (ADMU) winning streak to an abrupt end on May 1 with an edge-of-your-seat score of 84-83. […]

A writer’s truth: The legacy of National Artist Bienvenido Lumbera
September 28, 2021 by Celeste Ann Castillo Llaneta"
Andre DP Encarnacion – Page 2 – University of the Philippines,https://up.edu.ph/author/a-d-pencarnacion/page/2/,"UP’s ‘language warriors’ fight to equalize access to COVID-19 information
August 17, 2020 by Andre DP Encarnacion

During a pandemic, accurate public health information on COVID-19 is a necessity. But with most of the information on the viral disease and the government’s response published only in Filipino and English, how do we make sure that people in the different regions and those belonging to different ethnolinguistic groups can access this information? Enter the UP Department of Linguistics and the Language Warriors PH project.

UP Diliman Class of 2020 told to “lead through accompaniment” in virtual graduation ceremony
August 5, 2020 by Andre DP Encarnacion

UP Diliman held its very first virtual commencement exercises for the Class of 2020 on July 26, led by 28 summa cum laude graduates, and with the theme of “Maglingkod, Magmalasakit, Manindigan”.

Concepcion to UP Baguio Class of 2020: “Live the spirit of UP.”
August 4, 2020 by Andre DP Encarnacion"
"Amidst woes on the ground, UP-led scientists of the PhilSA find “Our Place in Space” – University of the Philippines",https://up.edu.ph/amidst-woes-on-the-ground-up-led-scientists-of-the-philsa-find-our-place-in-space/,"


 

Amidst COVID-19 troubles on the ground, the nation looked to space for hope on August 6, 2020 as the “space sector” behind the launch of and knowledge product creation through the first ever Philippine-made microsatellites held a press briefing. The event, “Our Place in Space: What’s Next for the Philippines Space Sector?”, invited the media for a virtual discussion over Zoom to talk about what’s next in terms of research and development (R&D) from the sector a year after the Philippine Space Agency (PhilSA) was officially established with Republic Act 11363.

 

DOST Secretary Fortunato de la Peña giving the opening remarks. Screenshot from the replay of the press briefing here.

 

The organizations that make up the sector are: the PhilSA; the UP-led STAMINA4Space Program, which succeeded with the much lauded PHL-Microsat project in developing the country’s capacities in small satellite technology; and the Department of Science and Technology Advanced Science and Technology Institute (DOST-ASTI).

The briefing was composed of presentations by seven speakers from different corners of the space sector, each giving updates on the latest developments in their space-related R&D specialties.

 

Engr. Harold Bryan Paler, Senior Science Research Specialist at the DOST-ASTI, talks about PEDRO. Screenshot from the replay of the press briefing here.

 

The first presentation came from Engr. Harold Bryan Paler, Senior Science Research Specialist at the DOST-ASTI. Paler talked of the Philippine Earth Data Resources and Observation Center (PEDRO Center), which is the country’s ground monitoring station for satellites. The primary function of PEDRO is to monitor, give commands, and receive data from the project’s earth observation satellites,such as Diwata-2. It has independent stations with corresponding tracking antennae in all three major islands of the Philippines: in UP Diliman, Quezon City for Luzon; in Dumangas, Iloilo for the Visayas; and, in Davao City for Mindanao.These stations track the satellites from horizon to horizon. It also boasts of the Computing and Archiving Research Environment or COARE to store and process the often large-sized images that satellites produce.

 

Engr. Roel de la Cruz of the DOST-ASTI on satellite mapping and disaster risk reduction. Screenshot from the replay of the press briefing here.

 

The next two presentations strictly dealt with the many present and future ways that data from satellites can be applied to disaster risk reduction, and to agricultural and environmental efforts. Engr. Roel de la Cruz of the DOST-ASTI discussed how the DATOS project uses artificial intelligence and machine learning to translate satellite derived data into mapping and monitoring solutions for floods, land cover, seasonal crops, and calamities, among other applications. For example, using radar satellites that pass every 12 days, his team can determine the signatures that differentiate sugarcane from rice, corn, and other crops. Doing so, the team can now map and monitor plantations like these in the country and currently have agreements with government agencies to accomplish this feat.

 

UP researcher Mark Jayson Felix of STAMINA4Space on how optical imagery can be used to track changes in the environment. Screenshot from the replay of the press briefing here.

 

Similarly, UP researcher Mark Jayson Felix of STAMINA4Space showed how optical imagery can be used to track changes in the environment. These space technology applications are used to track air and water quality, as well as to do econometric work. Included in this work is the surprising finding that higher levels of Nitrogen Dioxide (NO2) in the air appeared to have a relationship with the number of COVID-19 fatalities in areas they studied. This, according to Felix, mirrored similar studies in Europe that found similar relationships that he hoped could be used to improve air quality without severely compromising the economy.

These series of presentations were punctuated by the unveiling of the Space Data Dashboard where one can view relevant research outputs from the various projects mapped on the web. The team displayed its capabilities by running over the dashboard’s COVID-19 pertinent functions to the media.

 

A slide from Engr.DelburgMitchao’s presentation. Screenshot from the replay of the press briefing here.

 

Moving from data applications to building the satellites of the future, Engr. Delburg Mitchao of STAMINA4Space discussed building actual satellites locally, in the past and the future. He discussed the locally developed modules developed for Diwata-2: the amateur radio payload, the attitude control unit, and the sun aspect sensor. He noted how the future of microsatellite development lies in creating the satellite “bus”, or the vehicle where these modules are contained, as well as a local onboard computer that interfaces with communication modules (UTACH) and aids in its control.

 

A slide from the presentation of Dr. Maricor Soriano of the UP Diliman Institute of Physics and head of the STAMINA4Space OPTIKAL project. Screenshot from the replay of the press briefing here."
UP wins IABC Gold Quill for “Stop Covid Deaths” – University of the Philippines,https://up.edu.ph/up-wins-iabc-gold-quill-for-stop-covid-deaths/,"


When the COVID-19 pandemic began to rampage in early 2020, there were no experts on the disease nor any well-established treatments. Any knowledge gained came at a great price as doctors, and other medical professionals were among the first to fall to the new, highly infectious viral disease."
The Hatch Hub on Maginhawa St. offers remote learning spaces for UP students – University of the Philippines,https://up.edu.ph/the-hatch-hub-on-maginhawa-st-offers-remote-learning-spaces-for-up-students/,"

Image from The Hatch Hub’s Facebook page.

 

When the COVID-19 pandemic drastically transformed the educational landscape around the globe earlier this year, Filipinos had little choice but to accept the fact that much of teaching and learning in the foreseeable future would have to be done digitally. While this transition, as described in a Memorandum of the UP Office of the Vice President for Academic Affairs (OVPAA) dated June 4, 2020, had long been prepared for, no doubt present circumstances accelerated its implementation by at least a few years. [Related: UPCAT qualifiers enrolling in UP can expect the “new normal” of remote learning]

A key concern of the University regarding this digital shift is equalizing access to knowledge for students, given the tendency of technology to exacerbate pre-existing socio-economic divisions between the financially more and the less capable. This concern spurred the creation of efforts such as the #KaagapayUP project to bridge this divide and help financially challenged students have a fighting chance to do online classes on more even terms. [Related: Kaagapay sa Pag-aaral ng mga Iskolar ng Bayan FAQs]

Several UP alumni, including Julliano Fernando ‘Jules’ Guiang, a National College of Public Administration and Governance (NCPAG) alumnus and graduate student, were similarly struck by the inequities highlighted by the pandemic. Before the COVID-19 pandemic, Guiang, who is also a journalist, had launched The Hatch Hub, a co-working space on Maginhawa Street, Sikatuna Village, Quezon City with his friends. At first, they envisioned it to be an affordable establishment where students and professionals could study, meet, work, and hold events.

 

The Hatch Hub’s rooftop space. Image from Mr. Jules Guiang.

 

Forging a partnership   

With the COVID-19 pandemic, however, Guiang and his partners realized the need to shift their focus. While other businesses were struggling to keep afloat, they knew that The Hatch Hub had the potential to help at least UP students nearby to meet the challenges of the coming academic year.

“Moving forward,” Guiang said, “I thought, why not offer [The Hatch Hub] for students who don’t have a conducive space with strong internet connection?”"
UP’s “Stop COVID Deaths” wins IABC Gold Quill – University of the Philippines,https://up.edu.ph/ups-stop-covid-deaths-wins-iabc-gold-quill/,"

UP Manila Chancellor Carmencita Padilla (left), UP President Danilo Concepcion (middle), and UP Vice President for Public Affairs Elena Pernia (right) attended the IABC’s 2022 Gold Quill awarding ceremony in New York. They received the award for UP’s “Stop COVID Deaths” webinar series. Photo from UP OVPPA

 

The University of the Philippines’ (UP) groundbreaking effort, the “Stop COVID Deaths” webinar series, was recently honored by the US-based International Association of Business Communicators (IABC) with the 2022 Gold Quill Award of Merit. It won under the Communication Management Division in the “COVID-19 Response and Recovery Management and Communication” category.

The IABC Awards Committee told UP Vice President for Public Affairs Elena Pernia in a letter: “Our Gold Quill Blue Ribbon Panel evaluators assessed your entry against the IABC Gold Quill Award criteria and IABC’s Seven-point Scale of Excellence. Your work met this high standard—a great accomplishment!”

 

UP Vice President for Public Affairs Elena Pernia (left) and UP Manila Chancellor Carmencita Padilla (right) during the awarding ceremony in New York. Photo from UP OVPPA."
UP officially welcomes 2020 batch of Oblation scholars – University of the Philippines,https://up.edu.ph/up-officially-welcomes-2020-batch-of-oblation-scholars/,"

Screenshot from the Welcome Ceremony for Oblation Scholars 2020. The replay can be viewed on TVUP’s YouTube channel.

 

The University of the Philippines welcomed its newest batch of Oblation Scholars to its ranks in a virtual ceremony on September 3, 2020 via Zoom, Facebook, and TVUP’s official YouTube channel. Oblation Scholarships are awarded to the top 50 freshman qualifiers based on their UP College Admission Test (UPCAT) scores and University Predicted Grades (UPG). Of these scholars, 43 chose programs in UP Diliman, while 7 chose programs in UP Manila.

The current batch of scholars was chosen from among 66,203 UPCAT takers on October 19, 2019. 29 of them have already proceeded with their enrolment for academic year (AY) 2020-2021.

 

Screenshot from the Welcome Ceremony for Oblation Scholars 2020. The replay can be viewed on TVUP’s YouTube channel."
PROFILES – Page 2 – University of the Philippines,https://up.edu.ph/category/profiles/page/2/,"Dr. Jean Encinas-Franco, a former Senate director turned UP professor of political science, shares a few tips for new legislators.

The gene doctor will see you now
March 28, 2019 by Andre DP Encarnacion

Inspired by the work she did on a disease whose victims rarely reach the age of 30, UP Manila-based clinical geneticist and National Institutes of Health Executive Director Eva Maria Cutiongco-de la Paz is using her knowledge of the Filipino’s genetic makeup to heal and manage serious birth defects and illnesses. And with the technology of a newly launched laboratory at the Philippine Genome Center behind her, this Dangal ng Bayan Awardee is ready to take the next step.

From computers to communities
January 10, 2019 by J. Mikhail Solitario

From coding on computers as a career, Chad Booc has chosen his calling in the communities. Read his story.

Promoting an awareness of federalism
November 27, 2018 by KIM G Quilinguing"
Features – Page 4 – University of the Philippines,https://up.edu.ph/category/features/page/4/,"UP Forum Roundtable Discussion: What do you understand about the Data Privacy Act of 2012? What do you do to protect your data?
November 26, 2019 by UP Media and Public Relations Office

  Gensela L. Lacambacal Records Officer V Chief, Medical Records Division Philippine General Hospital UP Manila The Medical Records Division of the Philippine General Hospital is aware of Republic Act 10173, also known as the Data Privacy Act of 2012, and is strictly complying with it. As Personal Information Controller relating to health care records, […]

What is UP Mail?
November 22, 2019 by Celeste Ann Castillo Llaneta

Are you a UP student, faculty member or employee? Looking for an email service that is professional-looking, has greater file storage and complies with the Data Privacy Act? Then UP Mail is for you.

Coming Soon from UPOU: DPO Certification Course
November 20, 2019 by Arlyn VCD Palisoc Romualdo

UP Open University, in partnership with the Digital Freedom Network, is set to offer an online certification course for data protection officers. Visit the UPOU website for updates."
